path;TITLE;ABSTRACT;ABSTRACTGERMAN;KEYWORDS;AUTHORS;EMAILS;AUTHOR_EMAILS;AFFILIATIONS;AUTHOR_AFFILIATIONS;SOURCE;VOLUME;ISSUE;PAGE_FROM;PAGE_TO;YEAR;DOI;SECTIONS;REFERENCES
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-181199-xstream.xml;1.0;1.0;NA;NA;0.0;0.33333333333333337;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.4444444444444444;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-182414-xstream.xml;1.0;0.0;NA;NA;0.0;1.0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.6;0.9
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-182899-xstream.xml;1.0;1.0;NA;NA;0.0;0.6666666666666666;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.3333333333333333;0.5925925925925926
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-185321-xstream.xml;1.0;1.0;NA;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;1.0;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-185441-xstream.xml;0;1.0;NA;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.5454545454545454;0.8000000000000002
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-186227-xstream.xml;1.0;1.0;NA;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.6666666666666666;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-189842-xstream.xml;0.0;1.0;NA;0;0.0;0.0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.888888888888889;0.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-191715-xstream.xml;1.0;1.0;NA;NA;0.0;NA;0.0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.41379310344827586;0.9696969696969697
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-191977-xstream.xml;1.0;0.0;NA;NA;0.0;1.0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.75;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-192724-xstream.xml;1.0;1.0;NA;0;0.0;0.6666666666666666;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;1.0;0.9375
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-194085-xstream.xml;1.0;0.0;0;NA;0.0;NA;0.0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.0;0.2857142857142857
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-194561-xstream.xml;1.0;1.0;NA;NA;0.0;0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.8333333333333334;0.9545454545454546
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-194660-xstream.xml;0;0.0;NA;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.5714285714285715;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-197422-xstream.xml;1.0;1.0;NA;NA;0.0;NA;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.9523809523809523;0.9615384615384616
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-197852-xstream.xml;0.0;0;NA;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.5714285714285
