path;TITLE;ABSTRACT;ABSTRACTGERMAN;KEYWORDS;AUTHORS;EMAILS;AUTHOR_EMAILS;AFFILIATIONS;AUTHOR_AFFILIATIONS;SOURCE;VOLUME;ISSUE;PAGE_FROM;PAGE_TO;YEAR;DOI;SECTIONS;REFERENCES
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-189842-xstream.xml;0.0;0;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.8;0.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-191715-xstream.xml;1.0;0.0;NA;NA;0;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.39999999999999997;0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-191977-xstream.xml;1.0;0.0;NA;NA;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;1.0;0.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-192724-xstream.xml;1.0;1.0;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;1.0;0.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-194085-xstream.xml;1.0;0;0;NA;0;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.2;0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-194561-xstream.xml;1.0;1.0;NA;NA;0;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;1.0;0.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-194660-xstream.xml;1.0;1.0;NA;NA;0;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.0;0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-197422-xstream.xml;1.0;0.0;NA;NA;0;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;1.0;0.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-197852-xstream.xml;0.0;0;NA;NA;0;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.625;0.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-198400-xstream.xml;1.0;1.0;NA;NA;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.6666666666666666;0.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-198401-xstream.xml;1.0;1.0;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;1.0;0.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-198405-xstream.xml;1.0;1.0;NA;NA;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.6666666666666666;0.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-198408-xstream.xml;1.0;1.0;NA;NA;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-200745-xstream.xml;1.0;0;0;NA;0;NA;0;NA;0;NA;NA;N
